!  Einasto_rs0.07_rhos24.913_alpha0.16_rtrunc1000.txt
! R    D    M    P
2000
2.067796299945302e-05 197777.19182510176 7.413111151733457e-09 -6.007624465336748
2.0804586074248163e-05 197120.0786531531 7.548270898740847e-09 -6.007622263564846
2.0931984535045835e-05 196464.5097621419 7.685471272788772e-09 -6.007620035355888
2.1060163129981076e-05 195810.48365101742 7.824742629858679e-09 -6.007617780515503
2.118912663626436e-05 195157.9988143111 7.966115770113895e-09 -6.007615498847466
2.131887986035991e-05 194507.05374214324 8.109621944280209e-09 -6.007613190153687
2.1449427638164684e-05 193857.64692023824 8.255292860115734e-09 -6.007610854234193
2.15807748351885e-05 193209.77682993835 8.403160688971774e-09 -6.0076084908871215
2.1712926346735625e-05 192563.4419482136 8.55325807244635e-09 -6.007606099908697
2.1845887098087088e-05 191918.64074767558 8.705618129130764e-09 -6.007603681093228
2.1979662044684127e-05 191275.37169659114 8.860274461450966e-09 -6.007601234233087
2.211425617231312e-05 190633.63325889184 9.017261162605392e-09 -6.007598759118697
2.22496744972913e-05 189993.42389419067 9.176612823599813e-09 -6.007596255538519
2.2385922066653553e-05 189354.74205779238 9.338364540380838e-09 -6.007593723279034
2.252300395834081e-05 188717.58620070698 9.502551921070008e-09 -6.007591162124737
2.2660925281389153e-05 188081.95476966168 9.669211093298836e-09 -6.007588571858114
2.27996911761201e-05 187447.84620711484 9.838378711646713e-09 -6.007585952259631
2.29393068143325e-05 186815.25895126868 1.0010091965183556e-08 -6.007583303107719
2.3079777399494917e-05 186184.19143608236 1.0184388585117338e-08 -6.007580624178761
2.322110816693989e-05 185554.6420912835 1.036130685254956e-08 -6.007577915247074
2.3363304384058922e-05 184926.6093423831 1.0540885606338721e-08 -6.007575176084898
2.3506371350498635e-05 184300.09161068764 1.0723164251073844e-08 -6.0075724064623754
2.365031439835859e-05 183675.0873133127 1.0908182765160113e-08 -6.007569606147542
2.3795138892389857e-05 183051.594863195 1.1095981709017044e-08 -6.007566774906307
2.3940850230194823e-05 182429.61266910683 1.128660223339128e-08 -6.00756391250244
2.408745384242865e-05 181809.13913566925 1.1480086087786147e-08 -6.007561018697556
2.4234955193001534e-05 181190.17266336296 1.1676475629008423e-08 -6.007558093251095
2.4383359779282182e-05 180572.71164854555 1.1875813829834453e-08 -6.007555135920315
2.4532673132303012e-05 179956.75448346135 1.2078144287797894e-08 -6.007552146460267
