!  Einasto_rs0.035_rhos24.682_alpha0.16_rtrunc26.txt
! R    D    M    P
2000
1.6197751331054983e-05 381257.1098171716 5.785939803807765e-09 -3.718396592359414
1.629693948988666e-05 379896.2153670062 5.9111604611152285e-09 -3.718394394847576
1.63967350349321e-05 378538.8557871044 6.038240169550108e-09 -3.7183921635994883
1.6497141685566886e-05 377185.0266291442 6.167206078058512e-09 -3.7183898984121293
1.659816318394237e-05 375834.72343633487 6.298085724814388e-09 -3.7183875990803448
1.6699803295125368e-05 374487.9417434504 6.4309070426849564e-09 -3.7183852653968295
1.680206580723836e-05 373144.6770768686 6.565698364770657e-09 -3.7183828971521162
1.6904954531600577e-05 371804.92495460727 6.7024884300209995e-09 -3.71838049413456
1.7008473302870262e-05 370468.68088636344 6.841306388927817e-09 -3.7183780561303292
1.711262597918747e-05 369135.940373548 6.982181809296019e-09 -3.7183755829233878
1.7217416442317775e-05 367806.698909327 7.125144682093395e-09 -3.7183730742954832
1.7322848597797132e-05 366480.95197865675 7.270225427380849e-09 -3.7183705300261316
1.742892637507735e-05 365158.69505831896 7.4174549003233835e-09 -3.718367949892606
1.753565372767242e-05 363839.9236169654 7.566864397283233e-09 -3.718365333669921
1.764303463330609e-05 362524.63311514776 7.718485661996771e-09 -3.7183626811308166
1.775107309406e-05 361212.8190053621 7.872350891835344e-09 -3.718359992045749
1.7859773136522725e-05 359904.47673208313 8.028492744151641e-09 -3.7183572661828714
1.7969138811940112e-05 358599.6017318003 8.186944342713239e-09 -3.7183545033080216
1.8079174196365978e-05 357298.1894330646 8.347739284223174e-09 -3.718351703184707
1.8189883390814263e-05 356000.2352565142 8.510911644930248e-09 -3.7183488655740913
1.8301270521411783e-05 354705.7346149221 8.676495987329011e-09 -3.7183459902349774
1.8413339739551895e-05 353414.6829132308 8.844527366951058e-09 -3.7183430769237935
1.8526095222049438e-05 352127.07554859185 9.015041339249366e-09 -3.7183401253945796
1.8639541171296295e-05 350842.9079103995 9.188073966575957e-09 -3.718337135398969
