!  Einasto_rs0.035_rhos24.682_alpha0.16_rtrunc20.txt
! R    D    M    P
2000
3.6930372809564206e-05 835511.4914186378 2.13527442568181e-07 -13.515069481099607
3.7156518748533226e-05 832109.6178213366 2.167789701274402e-07 -13.515034023843512
3.738404950931208e-05 828718.291084664 2.2007710689711936e-07 -13.51499824598239
3.761297357196225e-05 825337.4919964343 2.2342250765448805e-07 -13.514962145090974
3.784329946847325e-05 821967.201333384 2.2681583616709432e-07 -13.514925718725241
3.8075035783081214e-05 818607.3998613185 2.3025776531300836e-07 -13.51488896442226
3.8308191152588183e-05 815258.0683352727 2.3374897720260785e-07 -13.514851879700092
3.854277426668453e-05 811919.1874996629 2.3729016330195908e-07 -13.514814462057652
3.8778793868272633e-05 808590.7380884305 2.408820245577865e-07 -13.514776708974603
3.901625875379243e-05 805272.7008252202 2.445252715240589e-07 -13.514738617911211
3.925517777354978e-05 801965.056423514 2.48220624490227e-07 -13.514700186308236
3.9495559832046064e-05 798667.7855867874 2.5196881361110805e-07 -13.514661411586792
3.9737413888309804e-05 795380.869008678 2.557705790384514e-07 -13.514622291148232
3.998074895623105e-05 792104.2873731201 2.596266710542149e-07 -13.514582822374017
4.0225574104897115e-05 788838.0213545143 2.6353785020555417e-07 -13.514543002625581
4.047189845893028e-05 785582.0516178765 2.675048874415525e-07 -13.514502829244215
4.071973119882841e-05 782336.3588189873 2.7152856425173e-07 -13.514462299550923
4.0969081561306835e-05 779100.923604554 2.7560967280632745e-07 -13.514421410846298
4.1219958839642375e-05 775875.7266123608 2.7974901609839874e-07 -13.514380160410393
4.1472372384020164e-05 772660.7484714204 2.839474080877479e-07 -13.51433854550259
4.1726331601881926e-05 769455.9698021329 2.8820567384670905e-07 -13.514296563361452
4.1981845958276307e-05 766261.3712164415 2.9252464970780265e-07 -13.514254211204614
4.2238924976212145e-05 763076.9333179757 2.9690518341330626e-07 -13.514211486228628
4.249757823701316e-05 759902.6367022167 3.0134813426673665e-07 -13.514168385608839
4.275781538067475e-05 756738.4619566478 3.058543732862798e-07 -13.514124906499243
4.3019646106223844e-05 753584.3896609029 3.104247833602076e-07 -13.514081046032356
4.328308017208008e-05 750440.4003869294 3.150602594042765e-07 -13.514036801319067
4.354812739641927e-05 747306.4746991363 3.19761708521149e-07 -13.513992169448514
4.381479765753982e-05 744182.5931545473 3.2453005016187454e-07 -13.513947147487931
4.408310089423066e-05 741068.7363029552 3.293662162894286e-07 -13.513901732482518
4.435304710614136e-05 737964.8846870834 3.3427115154434936e-07 -13.51385592145529
4.46246463541554e-05 734871.018842723 3.392458134125112e-07 -13.513809711406955
4.489790876076481e-05 731787.1192989021 3.442911723950339e-07 -13.513763099315744
4.5172844510447224e-05 728713.1665780325 3.4940821218036744e-07 -13.51371608213729
4.544946385004605e-05 725649.1411960605 3.5459792981859574e-07 -13.51366865680448
4.572777708915165e-05 722595.0236626264 3.598613358979456e-07 -13.5136208202273
4.6007794600486234e-05 719550.794481212 3.651994547235782e-07 -13.513572569292702
4.628952682029014e-05 716516.4341492994 3.7061332449864856e-07 -13.51352390086445
4.657298424871055e-05 713491.9231585183 3.7610399750767744e-07 -13.51347481178298
4.685817745019338e-05 710477.2419948034 3.8167254030228166e-07 -13.513425298865242
4.714511705387673e-05 707472.3711385435 3.8732003388925803e-07 -13.51337535890456
4.7433813753986726e-05 704477.2910647418 3.9304757392106625e-07 -13.513324988670476
4.772427831023672e-05 701491.982243157 3.98856270888758e-07 -13.51327418490861
4.801652154822797e-05 698516.4251384663 4.0474725031734746e-07 -13.513222944340495
4.8310554359852826e-05 695550.600210415 4.1072165296366973e-07 -13.513171263663436
4.8606387703701265e-05 692594.4879139686 4.1678063501677637e-07 -13.513119139550351
4.890403260546902e-05 689648.0686994599 4.2292536830086385e-07 -13.51306656864962
4.920350015836822e-05 686711.3230127534 4.2915704048078164e-07 -13.51301354758493
4.9504801523541514e-05 683784.2312953852 4.3547685527017413e-07 -13.512960072955117
4.980794793047724e-05 680866.7739847269 4.418860326422359e-07 -13.512906141334021
5.011295067742868e-05 677958.9315141236 4.483858090431752e-07 -13.51285174927031
5.041982113183482e-05 675060.6843130596 4.5497743760836615e-07 -13.512796893287334
5.072857073074372e-05 672172.0128073018 4.616621883812423e-07 -13.512741569882968
5.103921098123936e-05 669292.8974190581 4.684413485349866e-07 -13.512685775529446
5.1351753460870244e-05 666423.3185671184 4.7531622259701127e-07 -13.512629506673212
5.166620981808055e-05 663563.2566670201 4.822881326762807e-07 -13.512572759734738
5.198259177264491e-05 660712.6921311882 4.893584186935342e-07 -13.512515531108377
5.230091111610487e-05 657871.6053690903 4.965284386144007e-07 -13.512457817162202
5.262117971220806e-05 655039.9767873946 5.037995686854626e-07 -13.512399614237836
5.294340949735101e-05 652217.7867901055 5.111732036733261e-07 -13.512340918650281
5.326761248102366e-05 649405.0157787314 5.186507571066896e-07 -13.51228172668777
5.359380074625664e-05 646601.6441524276 5.262336615214703e-07 -13.512222034611579
5.3921986450072276e-05 643807.6523081441 5.339233687090472e-07 -13.512161838655881
5.425218182393735e-05 641023.0206407823 5.41721349967615e-07 -13.51210113502756
5.458439917421861e-05 638247.7295433421 5.496290963567048e-07 -13.512039919906051
5.49186508826421e-05 635481.7594070769 5.576481189549394e-07 -13.511978189443168
5.525494940675434e-05 632725.090621634 5.657799491210104e-07 -13.511915939762934
5.55933072803862e-05 629977.7035752179 5.740261387579415e-07 -13.511853166961405
5.5933737114120794e-05 627239.5786547288 5.823882605807028e-07 -13.511789867106502
5.627625159576306e-05 624510.6962459192 5.908679083871658e-07 -13.511726036237837
5.6620863490812344e-05 621791.0367335409 5.994666973324653e-07 -13.511661670366536
5.696758564293885e-05 619080.5805014953 6.081862642068345e-07 -13.511596765475062
5.7316430974461974e-05 616379.3079329856 6.170282677169033e-07 -13.511531317517047
5.7667412486831545e-05 613687.1994106608 6.259943887705274e-07 -13.5114653224171
5.802054326111311e-05 611004.2353167662 6.350863307652186e-07 -13.511398776070648
5.837583645847513e-05 608330.3960332975 6.443058198801643e-07 -13.511331674343737
5.8733305320679114e-05 605665.6619421452 6.536546053719066e-07 -13.511264013072864
5.909296317057398e-05 603010.0134252401 6.631344598737572e-07 -13.5111957880648
5.9454823412591634e-05 600363.4308647122 6.727471796989126e-07 -13.511126995096399
5.981889953324742e-05 597725.894643028 6.82494585147412e-07 -13.51105762991441
6.0185205101642356e-05 595097.3851431446 6.923785208169002e-07 -13.510987688235309
6.055375376996853e-05 592477.8827486598 7.024008559172763e-07 -13.510917165745106
6.092455927401862e-05 589867.3678439538 7.125634845893028e-07 -13.510846058099155
6.12976354336975e-05 587265.820814339 7.228683262271651e-07 -13.510774360921976
6.167299615353686e-05 584673.222046214 7.333173258050523e-07 -13.510702069807067
6.205065542321427e-05 582089.5519272025 7.439124542078489e-07 -13.510629180316707
6.243062731807411e-05 579514.7908463017 7.546557085659125e-07 -13.510555687981777
6.281292599965186e-05 576948.9191940392 7.655491125940269e-07 -13.510481588301557
6.319756571620257e-05 574391.9173626044 7.765947169346069e-07 -13.510406876743554
6.35845608032316e-05 571843.7657460056 7.877945995051433e-07 -13.510331548743284
6.397392568402846e-05 569304.4447402183 7.991508658499705e-07 -13.510255599704113
6.436567487020529e-05 566773.9347433232 8.106656494964462e-07 -13.510179024997022
6.475982296223667e-05 564252.2161556573 8.223411123154982e-07 -13.51010181996045
6.515638465000469e-05 561739.2693799635 8.34179444886711e-07 -13.51002397990007
6.555537471334601e-05 559235.0748215242 8.461828668679018e-07 -13.509945500088616
6.59568080226024e-05 556739.6128883254 8.583536273692868e-07 -13.509866375765654
6.636069953917567e-05 554252.8639911826 8.706940053323189e-07 -13.509786602137419
6.67670643160849e-05 551774.8085439017 8.832063099131867e-07 -13.509706174376587
6.717591749852706e-05 549305.4269634159 8.958928808710654e-07 -13.509625087622092
6.758727432444233e-05 546844.6996699321 9.087560889612089e-07 -13.509543336978915
6.800115012508153e-05 544392.6070870742 9.217983363328705e-07 -13.509460917517876
6.841756032557719e-05 541949.1296420343 9.350220569321453e-07 -13.509377824275447
6.883652044551918e-05 539514.2477657076 9.484297169098278e-07 -13.509294052253537
6.925804609953277e-05 537087.9418928423 9.62023815034273e-07 -13.50920959641928
6.968215299786016e-05 534670.1924621837 9.758068831093523e-07 -13.509124451704846
7.010885694694683e-05 532260.9799166158 9.897814863976072e-07 -13.509038613007215
7.053817385003023e-05 529860.2847033015 1.0039502240485849e-06 -13.508952075187976
7.097011970773204e-05 527468.0872738364 1.0183157295324488e-06 -13.508864833073122
7.140471061865544e-05 525084.3680843802 1.0328806710789777e-06 -13.508776881452839
7.184196277998457e-05 522709.1075958053 1.0476477521219244e-06 -13.508688215081273
7.228189248808785e-05 520342.28627384006 1.0626197117488451e-06 -13.508598828676355
7.27245161391262e-05 517983.88458921027 1.0777993251565047e-06 -13.508508716919554
7.316985022966363e-05 515633.8830177766 1.0931894041118347e-06 -13.508417874455686
7.361791135728172e-05 513292.262040686 1.1087927974185572e-06 -13.508326295892676
7.406871622119902e-05 510959.0021445055 1.1246123913895803e-06 -13.508233975801367
7.4522281622893e-05 508634.083821365 1.1406511103251495e-06 -13.508140908715273
7.497862446672583e-05 506317.4875691045 1.1569119169968582e-06 -13.50804708913039
7.543776176057525e-05 504009.1938914059 1.173397813137644e-06 -13.507952511504955
7.589971061646804e-05 501709.1832979391 1.190111839937737e-06 -13.507857170259234
7.63644882512173e-05 499417.43630450685 1.2070570785466812e-06 -13.507761059775307
7.683211198706526e-05 497133.9334331727 1.2242366505815576e-06 -13.507664174396826
7.730259925232753e-05 494858.6552124162 1.2416537186413328e-06 -13.507566508428807
7.777596758204382e-05 492591.58217725955 1.2593114868275882e-06 -13.507468056137407
7.825223461863101e-05 490332.69486941426 1.2772132012715475e-06 -13.507368811749684
7.873141811254016e-05 488081.973837421 1.2953621506675412e-06 -13.507268769453386
7.921353592291904e-05 485839.39963678527 1.3137616668130342e-06 -13.507167923396716
7.969860601827729e-05 483604.9528301171 1.3324151251551862e-06 -13.507066267688096
8.018664647715556e-05 481378.6139872741 1.3513259453440727e-06 -13.50696379639595
8.067767548880034e-05 479160.3636854912 1.3704975917927027e-06 -13.506860503548474
8.117171135384131e-05 476950.1825095272 1.3899335742437963e-06 -13.506756383133382
8.166877248497299e-05 474748.0510517996 1.4096374483434625e-06 -13.506651429097708
